;;;;;;;;;;;
Proposal number;Erasmus Code;Pic;OID;Legal Name;Street;Post Cd;City;Country Cd;Website Url;Erasmus Eche Start;Erasmus Eche End
101047603;F  PARIS404;947265432;E10162832;INSTITUT SUPERIEUR COMMUNICAT PUBLICITE;4 cité de Londres;75009;Paris;FR;www.iscom.fr;11/1/2021;12/31/2029
101015340;F  PARIS405;949015894;E10066476;Lycée d'Enseignement Privé Agricole - Centre de Formation par l'Apprentissage le Buat;21 RUE DU BUAT;78580;MAULE;FR;www.lycee-lebuat.org;1/1/2021;12/31/2029
101014111;F  PARIS411;949570540;E10101996;Association Institut Parmentier;145 avenue Parmentier;75010;Paris;FR;http://www.irtsparisidf.asso.fr;1/1/2021;12/31/2029
101014784;F  PARIS413;947535965;E10180485;ESMOD;12 rue de la Rochefoucauld;75009;Paris;FR;esmod.com;1/1/2021;12/31/2029
101014038;F  PARIS414;948225150;E10014760;ECOLE SUPERIEURE DES PROFESSIONS IMMOBILIERES;23 rue de Cronstadt;75015;PARIS;FR;www.espi.asso.fr;1/1/2021;12/31/2029
101010743;F  PARIS421;939153031;E10070930;Ecole d'Assas. Centre d'Enseignement Pratique Massothérapie et Pédicurie;4-6 Villa Thoreton;75015;PARIS;FR;www.ecoledassas.com;1/1/2021;12/31/2029
101012824;F  PARIS425;938936333;E10066645;Association de l'Ecole Pratique de Service Social EPSS;139 boulevard du Montparnasse;75006;Paris;FR;www.epss-edu.com;1/1/2021;12/31/2029
101012629;F  PARIS426;948682020;E10045266;Lycée général et technologique HONORE DE BALZAC;118 BOULEVARD BESSIERES;75849;PARIS;FR;;1/1/2021;12/31/2029
101095693;F  PARIS427;943221211;#N/A;ecole du Breuil;route de la pyramide;75012;paris;FR;www.ecoledubreuil.fr;10/26/2022;12/31/2029
101014110;F  PARIS429;938804122;E10064156;ILERI;20 bis Jardins Boieldieu;92800;PUTEAUX;FR;www.ileri.fr;1/1/2021;12/31/2029
101014959;F  PARIS431;938813919;E10292657;ISIMI;11 rue Erard;75012;Paris;FR;http://www.ppa.fr/ecole-commerce-alternance.php;1/1/2021;12/31/2029
101014662;F  PARIS432;938754749;E10063161;ISEM;30 avenue Jean Lolive;93500;Pantin;FR;www.isem.eu;1/1/2021;12/31/2029
101012538;F  PARIS433;938745534;E10063030;Institut et Centre d'Optométrie;134 Route de Chartres;91440;Bures sur Yvette;FR;www.ico.asso.fr;1/1/2021;12/31/2029
101013614;F  PARIS435;938761248;E10063354;VIDENUM;11 rue Erard;75012;Paris;FR;http://www.ican-design.fr/ecole-infographie.html;1/1/2021;12/31/2029
101005285;F  PARIS437;932382237;E10077973;Association Commedia;28 Bis Rue Gaston Lauriau;93100;Montreuil;FR;www.mimecorporel.com;1/1/2021;12/31/2029
101121617;F  PARIS439;931029475;#N/A;FONDATION DIACONESSES DE REUILLY IFSI;95 rue de Reuilly;75571;PARIS;FR;ifsi-diaconesses.fr;30/06/2023;31/12/2029
101015137;F  PARIS441;933529747;E10211340;LES HOPITAUX DE SAINT MAURICE;12 -14 RUE DU VAL D OSNE;94410;SAINT MAURICE;FR;www. hopitaux-st-maurice.fr;1/1/2021;12/31/2029
101012590;F  PARIS443;928352760;E10110477;Conservatoire National Supérieur d'Art Dramatique;2 bis rue du Conservatoire;75009;PARIS;FR;www.cnsad.fr;1/1/2021;12/31/2029
101014120;F  PARIS444;928364400;E10110916;Centre Pédagogique et éducatif Charles Péguy;54 avenue de la République;75011;PARIS;FR;charles-peguy.fr;1/1/2021;12/31/2029
101013541;F  PARIS447;920806936;E10108674;SUP DE PUB;2 rue Sextius Michel;75015;Paris;FR;www.supdepub.com;1/1/2021;12/31/2029
101015171;F  PARIS448;920980275;E10112486;INSTITUT DE FORMATION PROFESSIONNELS PARAMEDICAUX DU CASH DE NANTERRE;1-3 rue du 1er mai;92000;NANTERRE;FR;http://www.ifsinanterre.fr/;1/1/2021;12/31/2029
101011609;F  PARIS450;923374720;E10015672;Institut Supérieur d'Optique;45 rue de Lourmel;75015;Paris;FR;www.iso.fr;1/1/2021;12/31/2029
101014146;F  PARIS451;949112700;E10072454;LYCEE ELISA LEMONNIER;20 AVENUE ARMAND ROUSSEAU;75012;PARIS;FR;www.elisa-lemonnier.fr;1/1/2021;12/31/2029
101014237;F  PARIS453;920101746;E10091323;ECOLE DE FORMATION PROFESSIONNELLEDES AVOCATS DES BARREAUX DU RESSORTDE LA COUR D'APPEL DE PARIS;9 PL DAUPHINE;75001;PARIS;FR;http://www.efb.fr/;1/1/2021;12/31/2029
101008679;F  PARIS454;999849326;E10208704;INSTITUT MINES-TELECOM;19 PLACE MARGUERITE PEREY;91120;PALAISEAU;FR;www.imt.fr;1/1/2021;12/31/2029
101015225;F  PARIS455;919505196;E10064444;MBA INSTITUTE;43 QUAI DE GRENELLE;75015;PARIS;FR;https://bachelor.inseec.com/;1/1/2021;12/31/2029
101014459;F  PARIS456;928581001;E10117808;LYCÉE EDGAR QUINET;63 rue des Martyrs;75009;Paris;FR;http://www.ac-paris.fr/serail/jcms/s2_439095/ee-lp-edgar-quinet-portail;1/1/2021;12/31/2029
101012964;F  PARIS458;952469676;E10135990;COMMUNAUTE D' UNIVERSITES ET ETABLISSEMENTS HAUTES ECOLES SORBONNE ARTS ET METIERS UNIVERSITE;15 RUE SOUFFLOT;75005;PARIS;FR;www.hesam.eu;1/1/2021;12/31/2029
101013410;F  PARIS459;919821416;E10079650;ECOLE DE PSYCHOLOGUES PRATICIENS;23, rue du Montparnasse;75006;PARIS;FR;www.psycho-prat.fr;1/1/2021;12/31/2029
101014212;F  PARIS461;911811932;E10030926;SIGE;90 rue du Ranelagh;75016;PARIS;FR;;1/1/2021;12/31/2029
101047629;F  PARIS462;932744726;E10094615;ASSOCIATION SAINT PIERRE INSTITUT;70 RUE DE MONTGERON;91801;BRUNOY CEDEX;FR;www.saint-pierre91.org;11/1/2021;12/31/2029
101013868;F  PARIS463;919880974;E10082491;DDLM;9-11, rue de la petite pierre;75011;PARIS;FR;www.ecole-bleue.com;1/1/2021;12/31/2029
101048361;F  PARIS464;915932880;E10183074;LYCEE MAXIMILIEN VOX;5 RUE MADAME;75006;PARIS;FR;http://www.lyceemaximilienvox.com/;11/1/2021;12/31/2029
101012943;F  PARIS465;913054211;E10068711;ECOLE DU BATIMENT ET DES TRAVAUX PUBLICS;30 rue de la Paix;94300;Vincennes;FR;ledoux-ebtp.com;1/1/2021;12/31/2029
101006602;F  PARIS466;905614990;E10030025;LYCEE PAUL POIRET;19 RUE DES TAILLANDIERS;75011;PARIS;FR;https://www.lycee-paul-poiret.org/;1/1/2021;12/31/2029
101013414;F  PARIS467;915943162;E10183508;Lycée Diderot;61, rue David d'Angers;75019;PARIS;FR;www.diderot.org;1/1/2021;12/31/2029
101012930;F  PARIS468;909875521;E10189822;SORBONNE UNIVERSITE;21 RUE DE L'ECOLE DE MEDECINE;75006;PARIS;FR;www.sorbonne-universite.fr/;1/1/2021;12/31/2029
101014951;F  PARIS469;930422158;E10183274;Association Formation Grande Distribution;12 rue Alexandre Parodi;75010;Paris;FR;cfacodis.com;1/1/2021;12/31/2029
101014142;F  PARIS470;915853340;E10179911;Association pour le Développement des Métiers de la Table;17 rue Jacques Ibert;75017;Paris;FR;www.epmt.fr;1/1/2021;12/31/2029
101011337;F  PARIS471;909951763;E10193222;Ecole de Service Social de la CRAMIF;17-19 Place de l'Argonne;75019;PARIS;FR;https://www.cramif.fr/ecole-de-service-social;1/1/2021;12/31/2029
101015373;F  PARIS472;901266286;E10226570;EIDM - ISI;19 rue des Grands Champs;75020;Paris;FR;https://www.ecoledemode.fr/;1/1/2021;12/31/2029
101048792;F  PARIS474;903239557;E10223699;ASSAS FORMATIONS SANTE;4-6, Villa Thoreton;75015;Paris;FR;https://www.ecoledassas.com/ife-ergotherapie/;11/1/2021;12/31/2029
101005303;F  PARIS475;929108196;E10128312;Lycée Jacques Prevert;163,rue de Billancourt;92160;Boulogne-Billancourt;FR;http://www.lyc-prevert-boulogne.ac-versailles.fr;1/1/2021;12/31/2029
101013456;F  PARIS476;919624603;E10216288;Centre de formation des journalistes;210 rue du Faubourg Saint-Antoine;75012;Paris;FR;www.cfjparis.com;1/1/2021;12/31/2029
101014918;F  PARIS477;900744426;E10221769;Groupement Hospitalier Eaubonne Montmorency;14 rue de Saint Prix;95600;Eaubonne;FR;https://ifsi-ifas.hopital-simoneveil.fr;1/1/2021;12/31/2029
101014962;F  PARIS478;900109173;E10236988;École Normale Sociale;2 Rue de Torcy;75018;Paris;FR;http://ensparis.fr/;1/1/2021;12/31/2029
101014085;F  PARIS479;900074156;E10216905;ISRP VICHY;25-27 Rue Ginoux;75015;PARIS;FR;www.isrp.fr;1/1/2021;12/31/2029
101014515;F  PARIS480;939238003;E10246260;La Fabrique CCIR;8 AVENUE DE LA PORTE DE CHAMPERRET;75838;PARIS;FR;www.lafabrique-ecole.fr;1/1/2021;12/31/2029
101013935;F  PARIS481;897067059;E10222664;UNIVERSITE PARIS-SACLAY;BATIMENT BREGUET - 3 RUE JOLIOT CURIE;91190;GIF-SUR-YVETTE;FR;https://www.universite-paris-saclay.fr/fr;1/1/2021;12/31/2029
101014442;F  PARIS482;897691060;E10221202;UNIVERSITE PARIS CITE;85 BD SAINT GERMAIN;75006;PARIS;FR;https://u-paris.fr/;1/1/2021;12/31/2029
101008652;F  PARIS483;897556521;E10233280;UNIVERSITE GUSTAVE EIFFEL;5 BOULEVARD DESCARTES CAMPUS DE MARNE-LA-VALLE;77454;MARNE-LA-VALLEE;FR;https://www.univ-gustave-eiffel.fr/;1/1/2021;12/31/2029
101015402;F  PARIS485;945254816;E10029351;Académie des arts du cirque Fratellini;1-9 rue des Cheminots;93210;Saint Denis la Plaine;FR;www.academie-fratellini.com;1/1/2021;12/31/2029
101013181;F  PARIS486;923428167;E10017748;Lycée Dorian;74 Avenue Philippe Auguste;75011;Paris;FR;https://www.lycee-dorian.fr/;1/1/2021;12/31/2029
101015289;F  PARIS487;895461515;E10249721;INSTITUT NATIONAL D'ENSEIGNEMENT SUPERIEUR POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT;42 RUE SCHEFFER;75116;PARIS 16;FR;;1/1/2021;12/31/2029
101013845;F  PARIS488;949092621;E10071186;CCI SEINE ET MARNE;1 AVENUE JOHANNES GUTENBERG;77700;SERRIS;FR;www.cfautec.fr;1/1/2021;12/31/2029
101014578;F  PARIS489;934826249;E10171419;Lycée Lucas de Nehou;4 rue des Feuillantines;75005;Paris;FR;http://lyc-lucas-de-nehou.ac-paris.fr;1/1/2021;12/31/2029
101014843;F  PARIS490;894821800;E10259130;UNIVERSITE PARIS SCIENCES ET LETTRES;60 RUE MAZARINE;75006;PARIS;FR;https://www.psl.eu/en;1/1/2021;12/31/2029
101014845;F  PARIS491;894106231;E10262657;ELITECH;23/25 Rue Jean-Jacques Rousseau;75001;Paris;FR;www.estya.com;1/1/2021;12/31/2029
101014807;F  PARIS492;903236841;E10266651;Fondation EFOM Boris DOLTO;118 bis, rue de Javel;75015;PARIS;FR;www.efom.fr;1/1/2021;12/31/2029
101013489;F  PARIS493;895406419;E10247747;Lycée Technologique Auguste Renoir;24 rue Ganneron;75018;Paris;FR;http://ecole-lycee-renoir-paris.fr/;1/1/2021;12/31/2029
101014893;F  PARIS494;942395159;E10266592;Lycée Jules SIEGFRIED;12 rue d'Abbeville;75010;PARIS;FR;http://lyc-jules-siegfried.ac-paris.fr;1/1/2021;12/31/2029
101011897;F  PARIS495;902384890;E10266992;Institut Sainte Geneviève;64 rue d'assas;75006;Paris;FR;https://isg6.paris;1/1/2021;12/31/2029
101014067;F  PARIS497;918066880;E10032248;EPLEFPA LA BRETONNIERE;LA BRETONNIERE;77120;CHAILLY-EN-BRIE;FR;;1/1/2021;12/31/2029
101014185;F  PARIS498;944621891;E10194152;Centre d'Enseignement Zootechnique;parc du château;78514;Rambouillet;FR;www.bergerie-nationale.educagri.fr;1/1/2021;12/31/2029
101015205;F  PARIS499;901205176;E10266467;Le Studio;3 rue Edmond Fantin;92600;Asnières-sur-Seine;FR;www.studio-asnieres.com;1/1/2021;12/31/2029
101005914;F  PARIS500;894483561;E10253496;Institut de ressources en intervention sociale;Avenue d'Argenteuil 115;92600;Asnières sur Seine;FR;https://www.institut-iris.fr/;1/1/2021;12/31/2029
101014444;F  PARIS501;893996815;E10266328;LORENTZ YANNICK;Avenue Paul Doumer;92500;Rueil-Malmaison;FR;www.chd-stell.fr;1/1/2021;12/31/2029
101048841;F  PARIS502;890597353;#N/A;Association IMC Alternance;5 rue Saint-Denis;75001;PARIS;FR;https://www.imc.randstad.fr/;11/1/2021;12/31/2029
101049010;F  PARIS503;898115338;#N/A;INSTITUT FRANCAIS DE GESTION;Quai de Grenelle, 43;75015;Paris;FR;https://www.ifgexecutive.com/;11/1/2021;12/31/2029
101048311;F  PARIS504;999993274;E10209498;INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT;147 RUE DE L'UNIVERSITE;75007;PARIS CEDEX 07;FR;www.inrae.fr;11/1/2021;12/31/2029
101049049;F  PARIS505;892081453;#N/A;Ecole Internationale de Management de Paris;9 avenue de paris;94300;Vincennes;FR;https://eimparis.com/;11/1/2021;12/31/2029
101099033;F  PARIS506;886395895;#N/A;CFA COGEFI;34 Boulevard de Nesles;77420;Champs-sur-Marne;FR;https://cogefi.com/;10/26/2022;12/31/2029
101098396;F  PARIS507;903533952;#N/A;lycée polyvalent samuel de champlain;61 rue des bordes;94430;chennevières sur marne;FR;;10/26/2022;12/31/2029
101095646;F  PARIS508;910121901;#N/A;Lycée Léon Blum;5 rue Jean Gabin;94000;CRETEIL;FR;http://lyceeblumcreteil.over-blog.com/;10/26/2022;12/31/2029
101099137;F  PARIS509;907516675;#N/A;LYCEE DARIUS MILHAUD;80 RUE DU PROFESSEUR BERGONIE;94270;LE KREMLIN BICETRE;FR;http://www.ldm94.fr/;10/26/2022;12/31/2029
101095763;F  PARIS510;908215657;#N/A;Lycée Hector Guimard;19 rue Curial;75019;Paris;FR;https://lycee-hectorguimard.ac-paris.fr;10/26/2022;12/31/2029
101095914;F  PARIS511;933956935;#N/A;LYCEE HENRI BERGSON;27 RUE EDOUARD PAILLERON;75019;PARIS;FR;www.ac-paris.fr;10/26/2022;12/31/2029
101098724;F  PARIS512;887423901;#N/A;Association ESVE;7/11 Avenue des Chasseurs;75017;PARIS;FR;https://esve-paris.com/;10/26/2022;12/31/2029
101098728;F  PARIS513;886492701;#N/A;Ecole Supérieure du Parfum;13 rue Miollis;75015;Paris;FR;https://ecole-parfum.com/;10/26/2022;12/31/2029
101098808;F  PARIS514;937745270;#N/A;INSTITUT DE RELATIONS INTERNATIONALES ET STRATEGIQUES IRIS ASSOCIATION;RUE MERCOEUR 2;75011;PARIS 11;FR;www.iris-france.org;11/1/2022;12/31/2029
101092412;F  PARIS515;887191004;#N/A;Centre Européen d'Enseignement en Rééducation et Réadaptation Fonctionnelle;36 rue Pinel;93206;Saint-Denis Cedex;FR;https://ceerrf.fr/;10/26/2022;12/31/2029
101122971;F  PARIS517;932832608;#N/A;Lycée l'Initiative;20-24 rue BOURET;75019;PARIS;FR;www.lyceelinitiative.com;30/06/2023;31/12/2029
101123492;F  PARIS518;999613713;#N/A;ASSOCIATION O.R.T.;24 RUE ERLANGER;75116;PARIS;FR;www.ort.asso.fr;30/06/2023;31/12/2029
101123867;F  PARIS519;931303015;#N/A;INSTITUT FRANCAIS DE LA MODE;RUE QUAI D AUSTERLITZ 34;75013;PARIS;FR;www.ifmparis.fr;30/06/2023;31/12/2029
101124113;F  PARIS520;949449193;#N/A;ECOLE SPECIALE D'ARCHITECTURE;254 boulevard Raspail;75014;PARIS;FR;www.esa-paris.fr;30/06/2023;31/12/2029
101124044;F  PARIS521;895577624;#N/A;Nextadvance;9 AV DE PARIS;94300;VINCENNES;FR;https://webitechparis.com/;30/06/2023;31/12/2029
101173546;F  PARIS522;880854673;#N/A;Centre Sèvres - Facultés jésuites de Paris;35 bis rue de Sèvres;75006;Paris;FR;www.centresevres.com;26/06/2024;31/12/2029
101174869;F  PARIS523;879192772;#N/A;CRS PROF PERFECTIONNEMENT PHARMACIE;59, rue Planchat;75020;Paris;FR;https://cfpp.org/;26/06/2024;31/12/2029
101174685;F  PARIS524;880700637;#N/A;EFPP - Ecole de Formation Psycho Pédagogique;24-26 rue Louis Armand;75015;Paris;FR;https://www.efpp.fr/;26/06/2024;31/12/2029
101175143;F  PARIS525;879184333;#N/A;Ecole Supérieure Libre des Sciences Commerciales Appliquées;11 rue de Cambrai;75019;Paris;FR;https://www.eslsca.fr/;26/06/2024;31/12/2029
101175115;F  PARIS526;938874641;#N/A;NOTRE DAME DE BOULOGNE;1 avenue charles de Gaulle;92100;Boulogne-Billancourt;FR;www.lndb.org;26/06/2024;31/12/2029
101013651;F  PAU01;999849811;E10208708;UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR;Avenue de l'Universite;64000;PAU;FR;www.univ-pau.fr;1/1/2021;12/31/2029
101014195;F  PAU12;949482173;E10095790;GROUPE ESC PAU - IFSAC IPC;3, Rue Saint-John Perse;64075 PAU;PAU;FR;www.esc-pau.fr;1/1/2021;12/31/2029
101013258;F  PAU18;949492067;E10096568;CNPC-CFA;2 avenue du stade d'eaux vives;64320;BIZANOS;FR;www.cnpc.fr;1/1/2021;12/31/2029
101013686;F  PAU19;946857159;E10135372;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DE PAU MONTARDON;Route de PAU;64121;MONTARDON;FR;www.agrocampus64.fr;1/1/2021;12/31/2029
101013856;F  PAU22;949539209;E10099820;Ecole Supérieure d'Art des Pyrénées;25 rue René Cassin;64000;PAU;FR;www.esapyrenees.fr;1/1/2021;12/31/2029
101008423;F  PAU24;934590248;E10164821;OGEC SAINT DOMINIQUE;30 Avenue Fouchet;64000;PAU;FR;www.saintdominique.fr;1/1/2021;12/31/2029
101098611;F  PAU25;940221971;#N/A;Lycée Louis Barthou;2 rue Louis Barthou;64015;Pau;FR;https://www.lyceelouisbarthou.fr;10/26/2022;12/31/2029
101122973;F  PAU26;883794840;#N/A;Lycée Saint-John Perse;2 rue Jules Ferry;64000;PAU;FR;https://lycee-saint-john-perse.fr;30/06/2023;31/12/2029
101122481;F  PAU27;947847335;#N/A;MFR de Mont;22 rue du Vieux Mont;64300;Mont;FR;www.mfr-mont.fr;30/06/2023;31/12/2029
101175110;F  PAU28;939518333;#N/A;Lycee Agricole Privé Saint Christophe;Route de Bayonne;64310;Saint Pée sur Nivelle;FR;www.lyceesaintchristophe.com;26/06/2024;31/12/2029
101015128;F  PERIGUE10;948528178;E10035190;ETABLISSEMENT PUBLIC LOCAL ENSEIGNEMENT FORMATION PROFESSIONNELLE AGRICOLES DU PERIGORD;AVENUE WINSTON CHURCHILL;24660;COULOUNIEIX CHAMIERS;FR;www.perigord.educagri.fr;1/1/2021;12/31/2029
101099070;F  PERIGUE11;948036485;#N/A;CFA CCI de la DORDOGNE;Avenue Henry Deluc;24750;BOULAZAC;FR;www.dordogne.cci.fr;10/26/2022;12/31/2029
101009030;F  PERIGUE12;944025438;E10154628;LPO Albert Claveille;80 rue Victor Hugo;24001;PERIGUEUX;FR;www.claveille.org;1/1/2021;12/31/2029
101011391;F  PERIGUE13;949557542;E10101164;Ecole Supérieure Internationale de Savignac;Place du Souvenir;24420;Savignac-les-Eglises;FR;www.ecole-de-savignac.com;1/1/2021;12/31/2029
101048373;F  PERIGUE14;906395646;E10287448;Lycée Jay de Beaufort;9 rue de Turenne;24000;PERIGUEUX;FR;lyceejaydebeaufort.fr;11/1/2021;12/31/2029
101098906;F  PERIGUE15;947317521;#N/A;MFR de Périgueux;20 rue Beaulieu;24000;Périgueux;FR;www.mfr-perigueux.com;10/26/2022;12/31/2029
101014706;F  PERPIGN01;998225546;E10201100;UNIVERSITE DE PERPIGNAN;AVENUE PAUL ALDUY 52;66860;PERPIGNAN;FR;http//www.univ-perp.fr;1/1/2021;12/31/2029
101008089;F  PERPIGN03;940360390;E10146587;Lycée  polyvalent Jean Lurçat;25 avenue Albert Camus;66070;PERPIGNAN;FR;http://www.lyc-lurcat-perpignan.ac-montpellier.fr;1/1/2021;12/31/2029
101015249;F  PERPIGN06;946098231;E10084432;Lycée Privé Notre-Dame de Bon Secours;39 AVENUE JULIEN PANCHOT;66028;PERPIGNAN CEDEX;FR;www.bonsecours66.com;1/1/2021;12/31/2029
101011379;F  PERPIGN13;949648140;E10107428;INSTITUT MEDITERRANEEN D'ETUDES ETRECHERCHE EN INFORMATIQUE ET ROBOTIQUE;AVENUE PAUL PASCOT;66000;PERPIGNAN;FR;www.imerir.com;1/1/2021;12/31/2029
101013802;F  PERPIGN15;944747894;E10202213;FAIRE ECONOMIE SOCIALE ET SOLIDAIRE;1011 rue du Pont de Lavérune;34077;Montpellier;FR;www.irts-lr.fr;1/1/2021;12/31/2029
101011481;F  PERPIGN16;949440948;E10093080;IDEM ENSEIGNEMENT SUPERIEUR;33 RUE CHATEAUBRIAND;66270;LE SOLER;FR;www.lidem.eu;1/1/2021;12/31/2029
101007162;F  PERPIGN17;918047577;E10031951;Lycée Général et Technologique François Arago;22 rue du Président Doumer;66000;Perpignan;FR;https://francois-arago.mon-ent-occitanie.fr/;1/1/2021;12/31/2029
101015121;F  PERPIGN18;946857838;E10135406;Lycée Aristide Maillol;73,av Pau Casals;66044;PERPIGNAN;FR;http://www.lyc-maillol-perpignan.ac-montpellier.fr;1/1/2021;12/31/2029
101098948;F  PERPIGN20;943790310;#N/A;EPLEFPA Perpignan Roussillon;ROUTE NATIONALE 114;66200;THEZA;FR;www.eplea66.educagri.fr;10/26/2022;12/31/2029
101122196;F  PERPIGN22;905412551;#N/A;Organisme de Gestion de l'école catholique Sainte-Louise de Marillac;68 avenue Victor Dalbiez;66000;PERPIGNAN;FR;www.marillac.fr;30/06/2023;31/12/2029
101123675;F  PERPIGN23;908774183;#N/A;ECPM;Parc Tecnosud, 283 rue James WATT;66100;PERPIGNAN;FR;www.neosup.fr;30/06/2023;31/12/2029
101013331;F  PETIT-B01;942208434;E10027963;LYCEE POLYV REGIONAL DROITS DE L'HOMME;POINTE A BACCHUS;97170;PETIT-BOURG;FR;www.lyceedesdroitsdelhomme.fr;1/1/2021;12/31/2029
101012615;F  PEZENAS01;949473443;E10095279;Lycée Général et Technologique Jean Moulin;1, avenue Paul Vidal de la Blache;34120;PEZENAS;FR;www.lyc-moulin-pezenas.ac-montpellier.fr;1/1/2021;12/31/2029
101123498;F  PEZENAS02;923728964;#N/A;Lycée Charles Alliès;24 bd Joliot Curie;34120;PEZENAS;FR;https://www.lyc-allies-pezenas.ac-montpellier.fr/;30/06/2023;31/12/2029
101008923;F  POINT-P05;994819973;E10185945;UNIVERSITE DES ANTILLES;CAMPUS UNIVERSITAIRE DE FOUILLOLE;97157;POINTE A PITRE CEDEX;FR;http://www.univ-ag.fr/;1/1/2021;12/31/2029
101008740;F  POINT-P06;902244046;E10217694;Lycée général et technologique Faustin Fleret;Quartier Espérance;97111;Morne à l'eau;FR;;1/1/2021;12/31/2029
101012874;F  POINT-P07;900192690;E10239614;LYCEE DES METIERS DE L'HOTELLERIE ET DU TOURISME ARCHIPEL GUADELOUPE;Saint-Félix;97190;LE GOSIER;FR;;1/1/2021;12/31/2029
101098888;F  POINT-P08;886225951;#N/A;GRETA DE LA GUADELOUPE;RES. LES CANNELIERES;97122;LES ABYMES;FR;http://www.gretaguadeloupe.fr;10/26/2022;12/31/2029
101174937;F  POINT-P09;906859015;#N/A;LGT BAIMBRIDGE;Boulevard des Heros;97139;Les ABYMES;FR;www.lgtbaimbridgde.fr;26/06/2024;31/12/2029
101014525;F  POITIER01;999859608;E10208793;UNIVERSITE DE POITIERS;RUE DE L HOTEL DIEU 15 HOTEL PINET;86034;POITIERS CEDEX;FR;www.univ-poitiers.fr;1/1/2021;12/31/2029
101094198;F  POITIER04;949465974;#N/A;Lycée général et technologique Aliénor d'Aquitaine;41 rue Pierre de Coubertin;86034;POITIERS;FR;lycee-alienor.fr;10/26/2022;12/31/2029
101012192;F  POITIER05;996067878;E10187546;ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET D'AEROTECHNIQUE;Clément Ader Avenue  1;86961 ;FUTUROSCOPE CEDEX;FR;www.ensma.fr ;1/1/2021;12/31/2029
101009281;F  POITIER12;948635266;E10042237;A.R.F.I.S.S.;1 rue Guynemer;86005;Poitiers;FR;www.irts-poitou-charentes.org;1/1/2021;12/31/2029
101011675;F  POITIER29;949219012;E10079176;pôle Aliénor;10 rue de la tête noire;86001;POITIERS;FR;http://www.cesmd-poitoucharentes.org;1/1/2021;12/31/2029
101011670;F  POITIER30;949397686;E10090359;INSTITUT REGIONAL FORMATION PROFESSIONS SANTE;2 rue de la milètrie;86021;Poitiers;FR;www.chu-poitiers.fr;1/1/2021;12/31/2029
101010020;F  POITIER32;924022971;E10038108;TOP EDUCATION;1 RUE LEO DELIBES;37200;TOURS;FR;www.escem.fr;1/1/2021;12/31/2029
101010204;F  POITIER33;948744585;E10049324;EPLEFPA de Poitiers-Venours;Venours;86480;ROUILLE;FR;http://www.venours.fr;1/1/2021;12/31/2029
101011331;F  POITIER35;920938953;#N/A;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR HUGO;10 RUE VICTOR HUGO;86034;POITIERS;FR;http://www.lyc-victorhugo.ac-poitiers.fr/;1/1/2021;12/31/2029
101014768;F  POITIER36;912314392;E10229972;UNIVERSITE CONFEDERALE LEONARD DE VINCI;TELEPORT 2 2 AVENUE GUSTAVE EIFFEL;86962;Chasseneuil du Poitou;FR;http://www.u-ldevinci.fr/;1/1/2021;12/31/2029
101015349;F  POITIER37;901447288;E10073873;LYCEE GENERAL ET TECHNOLOGIQUE EDOUARD BRANLY;2 rue Edouard Branly;86100;Châtellerault;FR;;1/1/2021;12/31/2029
101174288;F  POLIGNY01;879866146;#N/A;"EPLEFPA de MAMIROLLE-POLIGNY ""ENILEA""";RUE DE VERSAILLES;39800;POLIGNY;FR;www.enilea.fr;26/06/2024;31/12/2029
101014412;F  PONTARL02;949043345;E10068250;Lycée polyvalent Xavier Marmier;53 rue de Doubs;25 304;Pontarlier;FR;http://lycee-xavier-marmier.org;1/1/2021;12/31/2029
101095802;F  PONTARL03;928484583;#N/A;Maison Familiale Rurale de Pontarlier;20 rue des granges;25300;PONTARLIER;FR;www.mfr-pontarlier.com;10/26/2022;12/31/2029
101014704;F  PONTOIS04;891282367;E10092028;ESIEE IT-CCI PARIS ILE DE FRANCE EDUCATION;8 RUE PIERRE DE COUBERTIN;95300;PONTOISE;FR;www.esiee-it.fr;1/1/2021;12/31/2029
101013008;F  PORT-LO01;930946346;E10004220;LPO NORD GRANDE TERRE;SITE DE BEAUPORT;97117;PORT LOUIS;FR;lpo-nordgrandeterre.ac-guadeloupe.fr;1/1/2021;12/31/2029
101015172;F  PRIVAS02;947010128;E10145776;LYCEE VINCENT D INDY;9 boulevard du lycée;07000;PRIVAS;FR;;1/1/2021;12/31/2029
101173049;F  PRIVAS03;880216025;#N/A;Institut de Formation des Professions de Santé Sainte Marie de Privas;19, cours du temple;07000;PRIVAS;FR;https://www.ifpsprivas.ahsm.fr/;26/06/2024;31/12/2029
101014944;F  QUESSOY01;944942379;E10006612;POLE DE FORMATION LA VILLE DAVY;La Ville Davy;22120;QUESSOY;FR;www.lavilledavy.fr;1/1/2021;12/31/2029
